366
2016	1	1	9.8
2016	1	2	9.8
2016	1	3	9.816666667
2016	1	4	9.816666667
2016	1	5	9.833333333
2016	1	6	9.85
2016	1	7	9.866666667
2016	1	8	9.883333333
2016	1	9	9.9
2016	1	10	9.916666667
2016	1	11	9.916666667
2016	1	12	9.933333333
2016	1	13	9.95
2016	1	14	9.983333333
2016	1	15	10
2016	1	16	10.01666667
2016	1	17	10.03333333
2016	1	18	10.06666667
2016	1	19	10.08333333
2016	1	20	10.1
2016	1	21	10.13333333
2016	1	22	10.15
2016	1	23	10.18333333
2016	1	24	10.2
2016	1	25	10.23333333
2016	1	26	10.25
2016	1	27	10.28333333
2016	1	28	10.31666667
2016	1	29	10.33333333
2016	1	30	10.38333333
2016	1	31	10.41666667
2016	2	1	10.43333333
2016	2	2	10.46666667
2016	2	3	10.5
2016	2	4	10.53333333
2016	2	5	10.55
2016	2	6	10.58333333
2016	2	7	10.61666667
2016	2	8	10.65
2016	2	9	10.68333333
2016	2	10	10.71666667
2016	2	11	10.75
2016	2	12	10.78333333
2016	2	13	10.81666667
2016	2	14	10.85
2016	2	15	10.88333333
2016	2	16	10.91666667
2016	2	17	10.95
2016	2	18	10.98333333
2016	2	19	11.03333333
2016	2	20	11.06666667
2016	2	21	11.1
2016	2	22	11.13333333
2016	2	23	11.16666667
2016	2	24	11.2
2016	2	25	11.25
2016	2	26	11.28333333
2016	2	27	11.3
2016	2	28	11.33333333
2016	2	29	11.38333333
2016	3	1	11.41666667
2016	3	2	11.45
2016	3	3	11.5
2016	3	4	11.53333333
2016	3	5	11.56666667
2016	3	6	11.61666667
2016	3	7	11.65
2016	3	8	11.68333333
2016	3	9	11.71666667
2016	3	10	11.75
2016	3	11	11.8
2016	3	12	11.83333333
2016	3	13	11.86666667
2016	3	14	11.91666667
2016	3	15	11.95
2016	3	16	11.98333333
2016	3	17	12.01666667
2016	3	18	12.05
2016	3	19	12.1
2016	3	20	12.13333333
2016	3	21	12.18333333
2016	3	22	12.2
2016	3	23	12.25
2016	3	24	12.28333333
2016	3	25	12.31666667
2016	3	26	12.36666667
2016	3	27	12.4
2016	3	28	12.43333333
2016	3	29	12.46666667
2016	3	30	12.51666667
2016	3	31	12.55
2016	4	1	12.58333333
2016	4	2	12.63333333
2016	4	3	12.65
2016	4	4	12.7
2016	4	5	12.73333333
2016	4	6	12.76666667
2016	4	7	12.81666667
2016	4	8	12.85
2016	4	9	12.88333333
2016	4	10	12.91666667
2016	4	11	12.95
2016	4	12	13
2016	4	13	13.03333333
2016	4	14	13.05
2016	4	15	13.1
2016	4	16	13.13333333
2016	4	17	13.16666667
2016	4	18	13.2
2016	4	19	13.25
2016	4	20	13.26666667
2016	4	21	13.3
2016	4	22	13.33333333
2016	4	23	13.38333333
2016	4	24	13.41666667
2016	4	25	13.45
2016	4	26	13.46666667
2016	4	27	13.5
2016	4	28	13.55
2016	4	29	13.58333333
2016	4	30	13.61666667
2016	5	1	13.65
2016	5	2	13.66666667
2016	5	3	13.7
2016	5	4	13.73333333
2016	5	5	13.76666667
2016	5	6	13.8
2016	5	7	13.83333333
2016	5	8	13.85
2016	5	9	13.88333333
2016	5	10	13.91666667
2016	5	11	13.95
2016	5	12	13.98333333
2016	5	13	14
2016	5	14	14.01666667
2016	5	15	14.05
2016	5	16	14.08333333
2016	5	17	14.1
2016	5	18	14.13333333
2016	5	19	14.15
2016	5	20	14.18333333
2016	5	21	14.2
2016	5	22	14.23333333
2016	5	23	14.23333333
2016	5	24	14.26666667
2016	5	25	14.3
2016	5	26	14.31666667
2016	5	27	14.31666667
2016	5	28	14.35
2016	5	29	14.36666667
2016	5	30	14.38333333
2016	5	31	14.4
2016	6	1	14.4
2016	6	2	14.43333333
2016	6	3	14.45
2016	6	4	14.45
2016	6	5	14.48333333
2016	6	6	14.48333333
2016	6	7	14.5
2016	6	8	14.5
2016	6	9	14.51666667
2016	6	10	14.51666667
2016	6	11	14.53333333
2016	6	12	14.53333333
2016	6	13	14.55
2016	6	14	14.55
2016	6	15	14.55
2016	6	16	14.56666667
2016	6	17	14.56666667
2016	6	18	14.56666667
2016	6	19	14.58333333
2016	6	20	14.58333333
2016	6	21	14.58333333
2016	6	22	14.56666667
2016	6	23	14.58333333
2016	6	24	14.58333333
2016	6	25	14.56666667
2016	6	26	14.56666667
2016	6	27	14.56666667
2016	6	28	14.55
2016	6	29	14.55
2016	6	30	14.55
2016	7	1	14.53333333
2016	7	2	14.53333333
2016	7	3	14.51666667
2016	7	4	14.51666667
2016	7	5	14.48333333
2016	7	6	14.48333333
2016	7	7	14.46666667
2016	7	8	14.46666667
2016	7	9	14.43333333
2016	7	10	14.43333333
2016	7	11	14.41666667
2016	7	12	14.38333333
2016	7	13	14.38333333
2016	7	14	14.36666667
2016	7	15	14.33333333
2016	7	16	14.33333333
2016	7	17	14.3
2016	7	18	14.28333333
2016	7	19	14.26666667
2016	7	20	14.23333333
2016	7	21	14.21666667
2016	7	22	14.2
2016	7	23	14.16666667
2016	7	24	14.15
2016	7	25	14.11666667
2016	7	26	14.1
2016	7	27	14.08333333
2016	7	28	14.05
2016	7	29	14.01666667
2016	7	30	14
2016	7	31	13.96666667
2016	8	1	13.93333333
2016	8	2	13.9
2016	8	3	13.88333333
2016	8	4	13.85
2016	8	5	13.81666667
2016	8	6	13.78333333
2016	8	7	13.75
2016	8	8	13.73333333
2016	8	9	13.7
2016	8	10	13.66666667
2016	8	11	13.63333333
2016	8	12	13.6
2016	8	13	13.58333333
2016	8	14	13.55
2016	8	15	13.51666667
2016	8	16	13.46666667
2016	8	17	13.45
2016	8	18	13.41666667
2016	8	19	13.38333333
2016	8	20	13.33333333
2016	8	21	13.3
2016	8	22	13.28333333
2016	8	23	13.25
2016	8	24	13.2
2016	8	25	13.16666667
2016	8	26	13.15
2016	8	27	13.1
2016	8	28	13.06666667
2016	8	29	13.03333333
2016	8	30	13
2016	8	31	12.96666667
2016	9	1	12.91666667
2016	9	2	12.88333333
2016	9	3	12.86666667
2016	9	4	12.81666667
2016	9	5	12.78333333
2016	9	6	12.73333333
2016	9	7	12.71666667
2016	9	8	12.68333333
2016	9	9	12.63333333
2016	9	10	12.6
2016	9	11	12.56666667
2016	9	12	12.53333333
2016	9	13	12.48333333
2016	9	14	12.45
2016	9	15	12.41666667
2016	9	16	12.38333333
2016	9	17	12.33333333
2016	9	18	12.3
2016	9	19	12.25
